,Bid,Ask,IV,Open Int,Time to Maturity (years),Log Moneyness,Strike,Mid
51,0.0,0.05,0.5348,1533,0.0027397260273972603,-0.0961754406788465,2615.0,0.025
52,0.0,0.05,0.5249,26,0.0027397260273972603,-0.09426522042272713,2620.0,0.025
53,0.0,0.05,0.5142,1303,0.0027397260273972603,-0.09235864215214558,2625.0,0.025
54,0.0,0.05,0.5043,414,0.0027397260273972603,-0.09045569200605948,2630.0,0.025
55,0.0,0.05,0.4959,1335,0.0027397260273972603,-0.08855635620240704,2635.0,0.025
56,0.0,0.05,0.4861,89,0.0027397260273972603,-0.08666062103750792,2640.0,0.025
57,0.0,0.05,0.4755,68,0.0027397260273972603,-0.08476847288546992,2645.0,0.025
58,0.0,0.05,0.4661,698,0.0027397260273972603,-0.0828798981976018,2650.0,0.025
59,0.0,0.05,0.4563,981,0.0027397260273972603,-0.08099488350183051,2655.0,0.025
60,0.0,0.05,0.4466,344,0.0027397260273972603,-0.07911341540212498,2660.0,0.025
61,0.0,0.05,0.437,120,0.0027397260273972603,-0.07723548057792484,2665.0,0.025
62,0.0,0.05,0.4283,315,0.0027397260273972603,-0.07536106578357445,2670.0,0.025
63,0.0,0.05,0.4186,1675,0.0027397260273972603,-0.07349015784776276,2675.0,0.025
64,0.0,0.05,0.409,145,0.0027397260273972603,-0.07162274367296735,2680.0,0.025
65,0.0,0.05,0.398,60,0.0027397260273972603,-0.06975881023490467,2685.0,0.025
66,0.0,0.05,0.3904,3048,0.0027397260273972603,-0.06789834458198497,2690.0,0.025
67,0.0,0.05,0.3806,341,0.0027397260273972603,-0.06604133383477213,2695.0,0.025
68,0.0,0.05,0.3711,3167,0.0027397260273972603,-0.06418776518544925,2700.0,0.025
69,0.0,0.05,0.36,67,0.0027397260273972603,-0.062337625897287814,2705.0,0.025
70,0.0,0.05,0.3505,1571,0.0027397260273972603,-0.06049090330412315,2710.0,0.025
71,0.0,0.05,0.3406,1664,0.0027397260273972603,-0.058647584809833946,2715.0,0.025
72,0.0,0.05,0.3314,3527,0.0027397260273972603,-0.05680765788782678,2720.0,0.025
73,0.0,0.05,0.3205,2697,0.0027397260273972603,-0.054971110080525236,2725.0,0.025
74,0.0,0.05,0.3109,492,0.0027397260273972603,-0.0531379289988643,2730.0,0.025
75,0.0,0.05,0.3014,1937,0.0027397260273972603,-0.05130810232178815,2735.0,0.025
76,0.0,0.05,0.292,504,0.0027397260273972603,-0.04948161779575385,2740.0,0.025
77,0.0,0.05,0.2815,1427,0.0027397260273972603,-0.04765846323423877,2745.0,0.025
78,0.0,0.05,0.2718,1351,0.0027397260273972603,-0.045838626517252706,2750.0,0.025
79,0.0,0.1,0.2811,1136,0.0027397260273972603,-0.04402209559085485,2755.0,0.05
80,0.0,0.05,0.2524,1290,0.0027397260273972603,-0.04220885846667405,2760.0,0.025
81,0.05,0.1,0.272,620,0.0027397260273972603,-0.04039890322143458,2765.0,0.07500000000000001
82,0.0,0.1,0.249,1139,0.0027397260273972603,-0.038592217996485594,2770.0,0.05
83,0.05,0.1,0.2499,1655,0.0027397260273972603,-0.0367887909973348,2775.0,0.07500000000000001
84,0.05,0.1,0.239,796,0.0027397260273972603,-0.03498861049318696,2780.0,0.07500000000000001
85,0.05,0.1,0.2274,492,0.0027397260273972603,-0.03319166481648533,2785.0,0.07500000000000001
86,0.05,0.1,0.2167,806,0.0027397260273972603,-0.03139794236245844,2790.0,0.07500000000000001
87,0.05,0.1,0.2057,458,0.0027397260273972603,-0.02960743158867024,2795.0,0.07500000000000001
88,0.05,0.1,0.1946,2807,0.0027397260273972603,-0.027820121014574394,2800.0,0.07500000000000001
89,0.05,0.15,0.1905,470,0.0027397260273972603,-0.026035999221073018,2805.0,0.1
90,0.1,0.2,0.1889,3659,0.0027397260273972603,-0.02425505485007828,2810.0,0.15000000000000002
91,0.1,0.2,0.1769,1025,0.0027397260273972603,-0.022477276604078996,2815.0,0.15000000000000002
92,0.15,0.25,0.1718,882,0.0027397260273972603,-0.020702653245710502,2820.0,0.2
93,0.25,0.3,0.1674,2535,0.0027397260273972603,-0.018931173597328366,2825.0,0.275
94,0.3,0.4,0.1608,1693,0.0027397260273972603,-0.017162826540586398,2830.0,0.35
95,0.45,0.5,0.1557,905,0.0027397260273972603,-0.015397601016017283,2835.0,0.475
96,0.55,0.7,0.1494,1820,0.0027397260273972603,-0.013635486022618026,2840.0,0.625
97,0.8,0.9,0.144,1040,0.0027397260273972603,-0.011876470617438477,2845.0,0.8500000000000001
98,1.15,1.25,0.1399,2709,0.0027397260273972603,-0.010120543915173473,2850.0,1.2
99,1.6,1.75,0.1353,1044,0.0027397260273972603,-0.008367695087759114,2855.0,1.675
100,2.3,2.45,0.1318,1446,0.0027397260273972603,-0.006617913363971453,2860.0,2.375
101,3.2,3.5,0.1286,1475,0.0027397260273972603,-0.00487118802902981,2865.0,3.35
102,4.5,4.8,0.1254,1303,0.0027397260273972603,-0.0031275084242029776,2870.0,4.65
103,6.2,6.5,0.1222,1287,0.0027397260273972603,-0.0013868639464188668,2875.0,6.35
104,8.4,8.7,0.1197,2773,0.0027397260273972603,0.0003507559521219104,2880.0,8.55
105,11.0,11.4,0.1163,3326,0.0027397260273972603,0.0020853617643302107,2885.0,11.2
106,14.2,14.6,0.1136,689,0.0027397260273972603,0.003816963928608097,2890.0,14.399999999999999
107,17.5,18.7,0.1111,210,0.0027397260273972603,0.005545572829225849,2895.0,18.1
108,21.7,23.3,0.1165,413,0.0027397260273972603,0.007271198796695605,2900.0,22.5
109,25.9,27.7,0.1115,134,0.0027397260273972603,0.00899385210814179,2905.0,26.799999999999997
110,30.8,32.5,0.1207,187,0.0027397260273972603,0.010713542987668584,2910.0,31.65
111,35.5,37.4,0.1238,8,0.0027397260273972603,0.012430281606723118,2915.0,36.45
112,40.3,42.2,0.1194,14,0.0027397260273972603,0.014144078084457773,2920.0,41.25
113,45.2,47.1,0.1141,1,0.0027397260273972603,0.01585494248808719,2925.0,46.150000000000006
114,50.4,52.1,0.1436,2,0.0027397260273972603,0.017562884833243288,2930.0,51.25
115,55.2,57.2,0.1474,1,0.0027397260273972603,0.0192679150843271,2935.0,56.2
116,60.3,62.0,0.1463,2,0.0027397260273972603,0.02097004315485755,2940.0,61.15
117,65.3,67.0,0.1565,0,0.0027397260273972603,0.022669278907817315,2945.0,66.15
118,70.2,72.2,0.181,12,0.0027397260273972603,0.02436563215599572,2950.0,71.2
119,75.2,77.1,0.1776,0,0.0027397260273972603,0.026059112662328764,2955.0,76.15
120,80.2,82.2,0.2028,0,0.0027397260273972603,0.027749730140236226,2960.0,81.2
121,85.2,87.2,0.2137,0,0.0027397260273972603,0.02943749425395619,2965.0,86.2
122,90.2,92.1,0.2086,0,0.0027397260273972603,0.031122414618875646,2970.0,91.15
123,95.2,97.1,0.2185,1,0.0027397260273972603,0.03280450080186045,2975.0,96.15
124,100.2,102.1,0.2286,0,0.0027397260273972603,0.03448376232158044,2980.0,101.15
125,105.2,107.1,0.2385,0,0.0027397260273972603,0.036160208648832744,2985.0,106.15
126,110.2,112.1,0.2482,0,0.0027397260273972603,0.03783384920686237,2990.0,111.15
127,115.2,117.1,0.2588,0,0.0027397260273972603,0.03950469337167996,2995.0,116.15
128,120.2,122.1,0.2687,0,0.0027397260273972603,0.04117275047237696,3000.0,121.15
129,125.2,127.1,0.2789,0,0.0027397260273972603,0.04283802979143815,3005.0,126.15
130,130.2,132.1,0.2888,0,0.0027397260273972603,0.04450054056505159,3010.0,131.14999999999998
131,135.2,137.1,0.2986,0,0.0027397260273972603,0.04616029198341618,3015.0,136.14999999999998
132,140.2,142.1,0.3084,0,0.0027397260273972603,0.04781729319104567,3020.0,141.14999999999998
133,145.2,147.1,0.3174,0,0.0027397260273972603,0.04947155328707216,3025.0,146.14999999999998
134,150.1,152.0,0.0,0,0.0027397260273972603,0.051123081325545126,3030.0,151.05
135,155.3,157.0,0.3373,0,0.0027397260273972603,0.05277188631572892,3035.0,156.15
136,160.3,162.0,0.3471,0,0.0027397260273972603,0.05441797722239764,3040.0,161.15
137,170.2,172.1,0.366,0,0.0027397260273972603,0.05770205242358753,3050.0,171.14999999999998
138,180.2,182.1,0.385,0,0.0027397260273972603,0.06097537776855663,3060.0,181.14999999999998
139,190.2,192.1,0.4037,0,0.0027397260273972603,0.06423802340337319,3070.0,191.14999999999998
140,195.2,197.1,0.4129,0,0.0027397260273972603,0.06586536306274857,3075.0,196.14999999999998
141,200.2,202.1,0.4242,0,0.0027397260273972603,0.06749005878975045,3080.0,201.14999999999998
142,210.2,212.1,0.4411,0,0.0027397260273972603,0.07073155271392141,3090.0,211.14999999999998
143,220.2,222.1,0.4612,0,0.0027397260273972603,0.07396257329536783,3100.0,221.14999999999998
144,245.2,247.2,0.5341,0,0.0027397260273972603,0.08199474499263221,3125.0,246.2
145,270.2,272.1,0.5533,0,0.0027397260273972603,0.08996291464180897,3150.0,271.15
146,295.1,297.2,0.5956,0,0.0027397260273972603,0.09786809414892235,3175.0,296.15
147,320.0,322.1,0.0,0,0.0027397260273972603,0.10571127160994814,3200.0,321.05
148,365.5,376.8,0.7307,0,0.0027397260273972603,0.1212154581459134,3250.0,371.15
149,415.7,427.0,0.9216,0,0.0027397260273972603,0.13648293027670183,3300.0,421.35
150,0.0,0.05,4.2225,0,0.00821917808219178,-1.4141144821344651,700.0,0.025
151,0.0,0.05,3.8465,0,0.00821917808219178,-1.2805830895099424,800.0,0.025
152,0.0,0.05,3.626,0,0.00821917808219178,-1.2199584676935076,850.0,0.025
153,0.0,0.05,3.501,0,0.00821917808219178,-1.162800053853559,900.0,0.025
154,0.0,0.05,3.3193,0,0.00821917808219178,-1.1087328325832833,950.0,0.025
155,0.0,0.05,3.1785,0,0.00821917808219178,-1.0574395381957327,1000.0,0.025
156,0.0,0.05,3.0243,0,0.00821917808219178,-1.0086493740263007,1050.0,0.025
157,0.0,0.05,2.8854,0,0.00821917808219178,-0.9621293583914078,1100.0,0.025
158,0.0,0.05,2.7541,0,0.00821917808219178,-0.917677595820574,1150.0,0.025
159,0.0,0.05,2.6354,72,0.00821917808219178,-0.875117981401778,1200.0,0.025
160,0.0,0.05,2.5116,0,0.00821917808219178,-0.8342959868815228,1250.0,0.025
161,0.0,0.05,2.3992,269,0.00821917808219178,-0.7950752737282416,1300.0,0.025
162,0.0,0.05,2.3004,177,0.00821917808219178,-0.7573349457453945,1350.0,0.025
163,0.0,0.05,2.1952,408,0.00821917808219178,-0.7209673015745197,1400.0,0.025
164,0.0,0.05,2.094,283,0.00821917808219178,-0.6858759817632497,1450.0,0.025
165,0.0,0.05,2.001,9851,0.00821917808219178,-0.6519744300875684,1500.0,0.025
166,0.0,0.05,1.9385,327,0.00821917808219178,-0.6354451281363578,1525.0,0.025
167,0.0,0.05,1.9057,374,0.00821917808219178,-0.6191846072645775,1550.0,0.025
168,0.0,0.05,1.8571,70,0.00821917808219178,-0.6031842659181363,1575.0,0.025
169,0.0,0.05,1.8134,10428,0.00821917808219178,-0.5874359089499972,1600.0,0.025
170,0.0,0.05,1.76,72,0.00821917808219178,-0.5719317224140319,1625.0,0.025
171,0.0,0.05,1.7237,18508,0.00821917808219178,-0.5566642502832435,1650.0,0.025
172,0.0,0.05,1.6647,97,0.00821917808219178,-0.541626372918703,1675.0,0.025
173,0.0,0.05,1.6267,551,0.00821917808219178,-0.5268112871335623,1700.0,0.025
174,0.0,0.05,1.5899,837,0.00821917808219178,-0.5122124877124096,1725.0,0.025
175,0.0,0.05,1.547,155,0.00821917808219178,-0.49782375026031,1750.0,0.025
176,0.0,0.05,1.501,809,0.00821917808219178,-0.48363911526835357,1775.0,0.025
177,0.0,0.05,1.4614,4204,0.00821917808219178,-0.4696528732936137,1800.0,0.025
178,0.0,0.05,1.419,90,0.00821917808219178,-0.45585955116127785,1825.0,0.025
179,0.0,0.05,1.376,1693,0.00821917808219178,-0.4422538991054992,1850.0,0.025
180,0.0,0.05,1.342,53,0.00821917808219178,-0.42883087877335857,1875.0,0.025
181,0.0,0.05,1.2979,2074,0.00821917808219178,-0.4155856520233379,1900.0,0.025
182,0.0,0.05,1.2605,70,0.00821917808219178,-0.4025135704559851,1925.0,0.025
183,0.0,0.05,1.2197,109,0.00821917808219178,-0.3896101656200773,1950.0,0.025
184,0.0,0.05,1.1885,43,0.00821917808219178,-0.3768711398426475,1975.0,0.025
185,0.0,0.05,1.1465,906,0.00821917808219178,-0.3642923576357874,2000.0,0.025
186,0.0,0.05,1.0767,1628,0.00821917808219178,-0.33959974504541585,2050.0,0.025
187,0.0,0.05,1.0322,2820,0.00821917808219178,-0.32747838451307104,2075.0,0.025
188,0.0,0.05,0.9993,6989,0.00821917808219178,-0.3155021934663554,2100.0,0.025
189,0.0,0.05,0.965,1838,0.00821917808219178,-0.3036677358193525,2125.0,0.025
190,0.0,0.05,0.9298,5203,0.00821917808219178,-0.29197169605616125,2150.0,0.025
191,0.0,0.05,0.8959,638,0.00821917808219178,-0.28041087365508527,2175.0,0.025
192,0.0,0.05,0.878,10,0.00821917808219178,-0.2735379943673232,2190.0,0.025
193,0.0,0.05,0.8645,1294,0.00821917808219178,-0.2689821778314625,2200.0,0.025
194,0.0,0.05,0.8492,13,0.00821917808219178,-0.2644470226660713,2210.0,0.025
195,0.0,0.05,0.8351,351,0.00821917808219178,-0.25993234231154455,2220.0,0.025
196,0.0,0.05,0.8296,424,0.00821917808219178,-0.2576826225775291,2225.0,0.025
197,0.0,0.05,0.8215,41,0.00821917808219178,-0.2554379527237053,2230.0,0.025
198,0.0,0.05,0.808,31,0.00821917808219178,-0.25096367232878414,2240.0,0.025
199,0.0,0.05,0.7953,1122,0.00821917808219178,-0.2465093219794039,2250.0,0.025
200,0.0,0.05,0.7833,434,0.00821917808219178,-0.2420747249115382,2260.0,0.025
201,0.0,0.05,0.77,26,0.00821917808219178,-0.23765970670242131,2270.0,0.025
202,0.0,0.05,0.7638,264,0.00821917808219178,-0.23545948579281892,2275.0,0.025
203,0.0,0.05,0.7543,2970,0.00821917808219178,-0.2332640952293833,2280.0,0.025
204,0.0,0.05,0.7444,5582,0.00821917808219178,-0.22888772062958446,2290.0,0.025
205,0.0,0.05,0.7293,987,0.00821917808219178,-0.22453041526062864,2300.0,0.025
206,0.0,0.05,0.715,134,0.00821917808219178,-0.22019201366203053,2310.0,0.025
207,0.0,0.05,0.7047,260,0.00821917808219178,-0.21587235251751405,2320.0,0.025
208,0.0,0.05,0.6969,385,0.00821917808219178,-0.21371949915641303,2325.0,0.025
209,0.0,0.05,0.6916,2968,0.00821917808219178,-0.21157127061812347,2330.0,0.025
210,0.0,0.05,0.6835,10034,0.00821917808219178,-0.20942764707487208,2335.0,0.025
211,0.0,0.05,0.679,543,0.00821917808219178,-0.20728860882612268,2340.0,0.025
212,0.0,0.05,0.6716,207,0.00821917808219178,-0.20515413629748994,2345.0,0.025
213,0.0,0.05,0.6654,7072,0.00821917808219178,-0.20302421003966506,2350.0,0.025
214,0.0,0.05,0.6579,53,0.00821917808219178,-0.2008988107273516,2355.0,0.025
215,0.0,0.05,0.6515,162,0.00821917808219178,-0.198777919158214,2360.0,0.025
216,0.0,0.05,0.6465,167,0.00821917808219178,-0.19666151625183645,2365.0,0.025
217,0.0,0.05,0.6403,1610,0.00821917808219178,-0.1945495830486928,2370.0,0.025
218,0.0,0.05,0.6337,2702,0.00821917808219178,-0.19244210070912812,2375.0,0.025
219,0.0,0.05,0.6266,259,0.00821917808219178,-0.19033905051234934,2380.0,0.025
220,0.0,0.05,0.6196,44,0.00821917808219178,-0.18824041385542817,2385.0,0.025
221,0.0,0.05,0.6129,2078,0.00821917808219178,-0.18614617225231345,2390.0,0.025
222,0.0,0.05,0.6081,495,0.00821917808219178,-0.18405630733285408,2395.0,0.025
223,0.0,0.05,0.6012,8681,0.00821917808219178,-0.1819708008418327,2400.0,0.025
224,0.0,0.05,0.5956,10,0.00821917808219178,-0.17988963463800817,2405.0,0.025
225,0.0,0.05,0.5893,223,0.00821917808219178,-0.17781279069316908,2410.0,0.025
226,0.0,0.05,0.583,14,0.00821917808219178,-0.17574025109119673,2415.0,0.025
227,0.0,0.05,0.5762,915,0.00821917808219178,-0.1736719980271376,2420.0,0.025
228,0.0,0.05,0.5703,554,0.00821917808219178,-0.17160801380628612,2425.0,0.025
229,0.0,0.05,0.5631,120,0.00821917808219178,-0.16954828084327558,2430.0,0.025
230,0.0,0.05,0.5568,14,0.00821917808219178,-0.1674927816611796,2435.0,0.025
231,0.0,0.05,0.5505,2127,0.00821917808219178,-0.16544149889062224,2440.0,0.025
232,0.0,0.05,0.5441,1834,0.00821917808219178,-0.16339441526889728,2445.0,0.025
233,0.0,0.05,0.5377,1097,0.00821917808219178,-0.16135151363909703,2450.0,0.025
234,0.0,0.05,0.5317,4006,0.00821917808219178,-0.15931277694924878,2455.0,0.025
235,0.0,0.05,0.5251,235,0.00821917808219178,-0.15727818825146125,2460.0,0.025
236,0.0,0.05,0.5193,865,0.00821917808219178,-0.1552477307010793,2465.0,0.025
237,0.0,0.05,0.5128,166,0.00821917808219178,-0.1532213875558468,2470.0,0.025
238,0.0,0.05,0.5068,414,0.00821917808219178,-0.15119914217507902,2475.0,0.025
239,0.0,0.05,0.5,79,0.00821917808219178,-0.14918097801884186,2480.0,0.025
240,0.0,0.05,0.4938,251,0.00821917808219178,-0.14716687864714065,2485.0,0.025
241,0.0,0.05,0.488,96,0.00821917808219178,-0.14515682771911648,2490.0,0.025
242,0.0,0.05,0.4791,457,0.00821917808219178,-0.14315080899225063,2495.0,0.025
243,0.0,0.05,0.4751,4323,0.00821917808219178,-0.14114880632157759,2500.0,0.025
244,0.0,0.05,0.4669,47,0.00821917808219178,-0.13915080365890456,2505.0,0.025
245,0.0,0.05,0.4625,1264,0.00821917808219178,-0.13715678505204018,2510.0,0.025
246,0.0,0.05,0.4535,1232,0.00821917808219178,-0.1351667346440302,2515.0,0.025
247,0.0,0.05,0.4502,1995,0.00821917808219178,-0.13318063667240068,2520.0,0.025
248,0.0,0.05,0.442,6885,0.00821917808219178,-0.1311984754684095,2525.0,0.025
249,0.0,0.05,0.436,1225,0.00821917808219178,-0.1292202354563038,2530.0,0.025
250,0.0,0.05,0.4321,195,0.00821917808219178,-0.12724590115258622,2535.0,0.025
251,0.0,0.05,0.4229,1260,0.00821917808219178,-0.1252754571652875,2540.0,0.025
252,0.0,0.05,0.4181,286,0.00821917808219178,-0.12330888819324655,2545.0,0.025
253,0.0,0.05,0.4122,3783,0.00821917808219178,-0.12134617902539786,2550.0,0.025
254,0.0,0.05,0.406,220,0.00821917808219178,-0.11938731454006492,2555.0,0.025
255,0.0,0.1,0.4236,1439,0.00821917808219178,-0.11743227970426158,2560.0,0.05
256,0.0,0.1,0.4173,363,0.00821917808219178,-0.11548105957299987,2565.0,0.05
257,0.0,0.1,0.4108,160,0.00821917808219178,-0.11353363928860419,2570.0,0.05
258,0.0,0.1,0.4034,3435,0.00821917808219178,-0.11159000408003318,2575.0,0.05
259,0.0,0.1,0.397,1935,0.00821917808219178,-0.10965013926220661,2580.0,0.05
260,0.0,0.1,0.3915,602,0.00821917808219178,-0.10771403023534024,2585.0,0.05
261,0.0,0.1,0.3851,662,0.00821917808219178,-0.10578166248428633,2590.0,0.05
262,0.0,0.1,0.3788,605,0.00821917808219178,-0.10385302157788065,2595.0,0.05
263,0.05,0.1,0.3861,19529,0.00821917808219178,-0.10192809316829628,2600.0,0.07500000000000001
264,0.0,0.1,0.3656,115,0.00821917808219178,-0.10000686299040243,2605.0,0.05
265,0.0,0.1,0.3592,428,0.00821917808219178,-0.09808931686113065,2610.0,0.05
266,0.0,0.1,0.3528,2252,0.00821917808219178,-0.0961754406788465,2615.0,0.05
267,0.05,0.1,0.3603,2518,0.00821917808219178,-0.09426522042272713,2620.0,0.07500000000000001
268,0.0,0.1,0.3392,7593,0.00821917808219178,-0.09235864215214558,2625.0,0.05
269,0.05,0.1,0.3465,528,0.00821917808219178,-0.09045569200605948,2630.0,0.07500000000000001
270,0.05,0.1,0.3401,359,0.00821917808219178,-0.08855635620240704,2635.0,0.07500000000000001
271,0.05,0.1,0.3335,644,0.00821917808219178,-0.08666062103750792,2640.0,0.07500000000000001
272,0.0,0.1,0.3137,417,0.00821917808219178,-0.08476847288546992,2645.0,0.05
273,0.05,0.1,0.3203,9519,0.00821917808219178,-0.0828798981976018,2650.0,0.07500000000000001
274,0.05,0.1,0.3133,346,0.00821917808219178,-0.08099488350183051,2655.0,0.07500000000000001
275,0.05,0.1,0.3067,1681,0.00821917808219178,-0.07911341540212498,2660.0,0.07500000000000001
276,0.05,0.1,0.3002,460,0.00821917808219178,-0.07723548057792484,2665.0,0.07500000000000001
277,0.05,0.1,0.2943,475,0.00821917808219178,-0.07536106578357445,2670.0,0.07500000000000001
278,0.05,0.1,0.2873,9249,0.00821917808219178,-0.07349015784776276,2675.0,0.07500000000000001
279,0.05,0.1,0.2811,913,0.00821917808219178,-0.07162274367296735,2680.0,0.07500000000000001
280,0.05,0.15,0.2825,379,0.00821917808219178,-0.06975881023490467,2685.0,0.1
281,0.05,0.15,0.2757,1930,0.00821917808219178,-0.06789834458198497,2690.0,0.1
282,0.05,0.15,0.2692,489,0.00821917808219178,-0.06604133383477213,2695.0,0.1
283,0.05,0.15,0.2624,9866,0.00821917808219178,-0.06418776518544925,2700.0,0.1
284,0.05,0.15,0.2557,695,0.00821917808219178,-0.062337625897287814,2705.0,0.1
285,0.05,0.15,0.2489,9118,0.00821917808219178,-0.06049090330412315,2710.0,0.1
286,0.05,0.15,0.2419,1685,0.00821917808219178,-0.058647584809833946,2715.0,0.1
287,0.05,0.15,0.2351,914,0.00821917808219178,-0.05680765788782678,2720.0,0.1
288,0.1,0.2,0.2394,16087,0.00821917808219178,-0.054971110080525236,2725.0,0.15000000000000002
289,0.1,0.2,0.2323,3261,0.00821917808219178,-0.0531379289988643,2730.0,0.15000000000000002
290,0.1,0.2,0.2253,562,0.00821917808219178,-0.05130810232178815,2735.0,0.15000000000000002
291,0.1,0.2,0.2182,1113,0.00821917808219178,-0.04948161779575385,2740.0,0.15000000000000002
292,0.1,0.25,0.2151,2425,0.00821917808219178,-0.04765846323423877,2745.0,0.175
293,0.15,0.25,0.2114,9678,0.00821917808219178,-0.045838626517252706,2750.0,0.2
294,0.2,0.25,0.2072,499,0.00821917808219178,-0.04402209559085485,2755.0,0.225
295,0.2,0.3,0.2028,1734,0.00821917808219178,-0.04220885846667405,2760.0,0.25
296,0.2,0.3,0.1953,1842,0.00821917808219178,-0.04039890322143458,2765.0,0.25
297,0.25,0.3,0.1902,2161,0.00821917808219178,-0.038592217996485594,2770.0,0.275
298,0.3,0.4,0.1891,6605,0.00821917808219178,-0.0367887909973348,2775.0,0.35
299,0.3,0.4,0.1811,1886,0.00821917808219178,-0.03498861049318696,2780.0,0.35
300,0.4,0.5,0.1801,739,0.00821917808219178,-0.03319166481648533,2785.0,0.45
